Unnamed: 0,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
9536,ENSG00000170385,211571568,211579161,1,protein_coding,SLC30A1,ENSMUSG00000037434,191638879,191645359,1,protein_coding,Slc30a1
725,ENSG00000109667,9771153,10054936,4,protein_coding,SLC2A9,ENSMUSG00000005107,38506616,38660486,5,protein_coding,Slc2a9
5118,ENSG00000136856,127397138,127408424,9,protein_coding,SLC2A8,ENSMUSG00000026791,32863002,32872095,2,protein_coding,Slc2a8
14089,ENSG00000197241,9002973,9026423,1,protein_coding,SLC2A7,ENSMUSG00000062064,150233429,150252939,4,protein_coding,Slc2a7
9101,ENSG00000160326,133471094,133479127,9,protein_coding,SLC2A6,ENSMUSG00000036067,26911375,26918010,2,protein_coding,Slc2a6
6276,ENSG00000142583,9035106,9088478,1,protein_coding,SLC2A5,ENSMUSG00000028976,150203740,150228626,4,protein_coding,Slc2a5
1747,ENSG00000181856,7281718,7288257,17,protein_coding,SLC2A4,ENSMUSG00000018566,69833365,69839014,11,protein_coding,Slc2a4
5587,ENSG00000163581,170996347,171026743,3,protein_coding,SLC2A2,ENSMUSG00000027690,28752052,28785508,3,protein_coding,Slc2a2
9172,ENSG00000151229,39755025,40106089,12,protein_coding,SLC2A13,ENSMUSG00000036298,91151899,91457464,15,protein_coding,Slc2a13
9553,ENSG00000146411,133987581,134052624,6,protein_coding,SLC2A12,ENSMUSG00000037490,22520910,22580184,10,protein_coding,Slc2a12
5571,ENSG00000197496,46709649,46736347,20,protein_coding,SLC2A10,ENSMUSG00000027661,165345707,165361837,2,protein_coding,Slc2a10
6082,ENSG00000117394,42925353,42958893,1,protein_coding,SLC2A1,ENSMUSG00000028645,118965908,118995180,4,protein_coding,Slc2a1
12738,ENSG00000164638,5274369,5306912,7,protein_coding,SLC29A4,ENSMUSG00000050822,142678267,142708245,5,protein_coding,Slc29a4
2077,ENSG00000198246,71319259,71381423,10,protein_coding,SLC29A3,ENSMUSG00000020100,60547851,60588573,10,protein_coding,Slc29a3
4204,ENSG00000174669,66362521,66372214,11,protein_coding,SLC29A2,ENSMUSG00000024891,5073888,5082000,19,protein_coding,Slc29a2
3732,ENSG00000112759,44219553,44234142,6,protein_coding,SLC29A1,ENSMUSG00000023942,45896126,45910532,17,protein_coding,Slc29a1
2825,ENSG00000197506,84275457,84340758,9,protein_coding,SLC28A3,ENSMUSG00000021553,58693213,58758691,13,protein_coding,Slc28a3
4578,ENSG00000156222,84884654,84945798,15,protein_coding,SLC28A1,ENSMUSG00000025726,80764547,80820164,7,protein_coding,Slc28a1
4074,ENSG00000113396,128538013,129033642,5,protein_coding,SLC27A6,ENSMUSG00000024600,58689329,58745845,18,protein_coding,Slc27a6
6958,ENSG00000083807,58479512,58512413,19,protein_coding,SLC27A5,ENSMUSG00000030382,12722273,12732119,7,protein_coding,Slc27a5
13797,ENSG00000167114,128340527,128361470,9,protein_coding,SLC27A4,ENSMUSG00000059316,29692646,29707534,2,protein_coding,Slc27a4
5696,ENSG00000143554,153774354,153780157,1,protein_coding,SLC27A3,ENSMUSG00000027932,90292546,90297245,3,protein_coding,Slc27a3
5409,ENSG00000140284,50182196,50236385,15,protein_coding,SLC27A2,ENSMUSG00000027359,126394327,126430163,2,protein_coding,Slc27a2
7626,ENSG00000130304,17468769,17506168,19,protein_coding,SLC27A1,ENSMUSG00000031808,72021526,72039946,8,protein_coding,Slc27a1
11097,ENSG00000174502,205913048,205943460,1,protein_coding,SLC26A9,ENSMUSG00000042268,131671760,131699242,1,protein_coding,Slc26a9
9141,ENSG00000112053,35943516,36024868,6,protein_coding,SLC26A8,ENSMUSG00000036196,28856757,28909207,17,protein_coding,Slc26a8
10620,ENSG00000147606,91209494,91398155,8,protein_coding,SLC26A7,ENSMUSG00000040569,14502430,14621805,4,protein_coding,Slc26a7
3655,ENSG00000225697,48625723,48635493,3,protein_coding,SLC26A6,ENSMUSG00000023259,108730482,108742117,9,protein_coding,Slc26a6
6299,ENSG00000170615,103352730,103446207,7,protein_coding,SLC26A5,ENSMUSG00000029015,22015653,22070602,5,protein_coding,Slc26a5
2377,ENSG00000091137,107660828,107717809,7,protein_coding,SLC26A4,ENSMUSG00000020651,31569826,31609968,12,protein_coding,Slc26a4
182,ENSG00000091138,107765467,107803225,7,protein_coding,SLC26A3,ENSMUSG00000001225,31440870,31523916,12,protein_coding,Slc26a3
8575,ENSG00000155850,149960758,149993455,5,protein_coding,SLC26A2,ENSMUSG00000034320,61325991,61344684,18,protein_coding,Slc26a2
10401,ENSG00000181045,80219699,80253500,17,protein_coding,SLC26A11,ENSMUSG00000039908,119246383,119271905,11,protein_coding,Slc26a11
12025,ENSG00000145217,979073,993440,4,protein_coding,SLC26A1,ENSMUSG00000046959,108817744,108823435,5,protein_coding,Slc26a1
11548,ENSG00000269743,104099214,104157009,X,protein_coding,SLC25A53,ENSMUSG00000044348,135881865,135939051,X,protein_coding,Slc25a53
1524,ENSG00000005022,119468422,119471396,X,protein_coding,SLC25A5,ENSMUSG00000016319,36059304,36062460,X,protein_coding,Slc25a5
2808,ENSG00000145832,135579202,135889770,5,protein_coding,SLC25A48,ENSMUSG00000021509,56586168,56622052,13,protein_coding,Slc25a48
12378,ENSG00000140107,100323339,100330421,14,protein_coding,SLC25A47,ENSMUSG00000048856,108801972,108822741,12,protein_coding,Slc25a47
3913,ENSG00000164209,110738136,110765161,5,protein_coding,SLC25A46,ENSMUSG00000024259,31689164,31742964,18,protein_coding,Slc25a46
4173,ENSG00000162241,65375192,65383701,11,protein_coding,SLC25A45,ENSMUSG00000024818,5927836,5935906,19,protein_coding,Slc25a45
12618,ENSG00000160785,156193932,156212796,1,protein_coding,SLC25A44,ENSMUSG00000050144,88317805,88332446,3,protein_coding,Slc25a44
9592,ENSG00000077713,119399336,119454478,X,protein_coding,SLC25A43,ENSMUSG00000037636,36007312,36040855,X,protein_coding,Slc25a43
378,ENSG00000181035,19063994,19113030,19,protein_coding,SLC25A42,ENSMUSG00000002346,70636990,70664955,8,protein_coding,Slc25a42
1225,ENSG00000181240,6426037,6433779,19,protein_coding,SLC25A41,ENSMUSG00000011486,57339773,57348654,17,protein_coding,Slc25a41
13218,ENSG00000075303,87833568,87876360,7,protein_coding,SLC25A40,ENSMUSG00000054099,8472850,8504797,5,protein_coding,Slc25a40
7533,ENSG00000151729,185143266,185150382,4,protein_coding,SLC25A4,ENSMUSG00000031633,46659834,46664321,8,protein_coding,Slc25a4
1768,ENSG00000013306,44319625,44324870,17,protein_coding,SLC25A39,ENSMUSG00000018677,102293811,102298772,11,protein_coding,Slc25a39
8032,ENSG00000144659,39383370,39397351,3,protein_coding,SLC25A38,ENSMUSG00000032519,119939440,119953570,9,protein_coding,Slc25a38
8549,ENSG00000147454,23528956,23575463,8,protein_coding,SLC25A37,ENSMUSG00000034248,69479297,69522561,14,protein_coding,Slc25a37
7992,ENSG00000114120,140941830,140980995,3,protein_coding,SLC25A36,ENSMUSG00000032449,96957014,96993210,9,protein_coding,Slc25a36
1776,ENSG00000125434,8287763,8295400,17,protein_coding,SLC25A35,ENSMUSG00000018740,68858957,68865191,11,protein_coding,Slc25a35
10687,ENSG00000162461,15736258,15741392,1,protein_coding,SLC25A34,ENSMUSG00000040740,141346135,141351132,4,protein_coding,Slc25a34
6280,ENSG00000171612,9539465,9585173,1,protein_coding,SLC25A33,ENSMUSG00000028982,149828493,149858734,4,protein_coding,Slc25a33
3208,ENSG00000164933,103398635,103415189,8,protein_coding,SLC25A32,ENSMUSG00000022299,38954626,38976111,15,protein_coding,Slc25a32
14562,ENSG00000151475,127730400,127774292,4,protein_coding,SLC25A31,ENSMUSG00000069041,40663285,40680527,3,protein_coding,Slc25a31
3052,ENSG00000174032,45393316,45418455,13,protein_coding,SLC25A30,ENSMUSG00000022003,75997557,76024477,14,protein_coding,Slc25a30
14075,ENSG00000075415,98593591,98606379,12,protein_coding,SLC25A3,ENSMUSG00000061904,90952436,90959921,10,protein_coding,Slc25a3
2700,ENSG00000197119,100291116,100306547,14,protein_coding,SLC25A29,ENSMUSG00000021265,108791799,108801809,12,protein_coding,Slc25a29
10560,ENSG00000155287,99610522,99620609,10,protein_coding,SLC25A28,ENSMUSG00000040414,43652240,43663320,19,protein_coding,Slc25a28
3718,ENSG00000153291,46652915,46678190,6,protein_coding,SLC25A27,ENSMUSG00000023912,43952782,43978105,17,protein_coding,Slc25a27
11689,ENSG00000144741,66133610,66388116,3,protein_coding,SLC25A26,ENSMUSG00000045100,94477312,94581653,6,protein_coding,Slc25a26
5137,ENSG00000148339,128068201,128109245,9,protein_coding,SLC25A25,ENSMUSG00000026819,32304499,32341457,2,protein_coding,Slc25a25
10532,ENSG00000085491,108134043,108200849,1,protein_coding,SLC25A24,ENSMUSG00000040322,109030465,109075773,3,protein_coding,Slc25a24
11909,ENSG00000125648,6436079,6465203,19,protein_coding,SLC25A23,ENSMUSG00000046329,57350711,57366863,17,protein_coding,Slc25a23
1824,ENSG00000177542,790475,798281,11,protein_coding,SLC25A22,ENSMUSG00000019082,141009657,141017805,7,protein_coding,Slc25a22
8938,ENSG00000183032,36677921,37172606,14,protein_coding,SLC25A21,ENSMUSG00000035472,56759419,57244257,12,protein_coding,Slc25a21
8080,ENSG00000178537,48856926,48898904,3,protein_coding,SLC25A20,ENSMUSG00000032602,108539287,108561840,9,protein_coding,Slc25a20
12648,ENSG00000120329,141302635,141304049,5,protein_coding,SLC25A2,ENSMUSG00000050304,37770431,37771776,18,protein_coding,Slc25a2
2436,ENSG00000125454,75272981,75289510,17,protein_coding,SLC25A19,ENSMUSG00000020744,115505004,115519121,11,protein_coding,Slc25a19
700,ENSG00000182902,17563450,17590995,22,protein_coding,SLC25A18,ENSMUSG00000004902,120750539,120771297,6,protein_coding,Slc25a18
3268,ENSG00000100372,40769630,40819399,22,protein_coding,SLC25A17,ENSMUSG00000022404,81203112,81245013,15,protein_coding,Slc25a17
14742,ENSG00000122912,68477998,68527523,10,protein_coding,SLC25A16,ENSMUSG00000071253,62756412,62782277,10,protein_coding,Slc25a16
7443,ENSG00000102743,40789412,40812460,13,protein_coding,SLC25A15,ENSMUSG00000031482,22865567,22888613,8,protein_coding,Slc25a15
7271,ENSG00000102078,130339888,130373361,X,protein_coding,SLC25A14,ENSMUSG00000031105,47712290,47751171,X,protein_coding,Slc25a14
1391,ENSG00000004864,96120220,96322147,7,protein_coding,SLC25A13,ENSMUSG00000015112,6041218,6217173,6,protein_coding,Slc25a13
5248,ENSG00000115840,171783405,171999859,2,protein_coding,SLC25A12,ENSMUSG00000027010,71101407,71198093,2,protein_coding,Slc25a12
1343,ENSG00000108528,4937130,4940053,17,protein_coding,SLC25A11,ENSMUSG00000014606,70535022,70538305,11,protein_coding,Slc25a11
4615,ENSG00000183048,81712236,81721016,17,protein_coding,SLC25A10,ENSMUSG00000025792,120382666,120390013,11,protein_coding,Slc25a10
540,ENSG00000100075,19175581,19178739,22,protein_coding,SLC25A1,ENSMUSG00000003528,17743087,17746083,16,protein_coding,Slc25a1
10962,ENSG00000140090,92322581,92501481,14,protein_coding,SLC24A4,ENSMUSG00000041771,102094992,102233350,12,protein_coding,Slc24a4
14271,ENSG00000185052,19212642,19722926,20,protein_coding,SLC24A3,ENSMUSG00000063873,145009674,145484086,2,protein_coding,Slc24a3
9709,ENSG00000155886,19507452,19789037,9,protein_coding,SLC24A2,ENSMUSG00000037996,86901361,87148714,4,protein_coding,Slc24a2
4809,ENSG00000213901,219161465,219170095,2,protein_coding,SLC23A3,ENSMUSG00000026205,75102185,75110534,1,protein_coding,Slc23a3
5395,ENSG00000089057,4852356,5010293,20,protein_coding,SLC23A2,ENSMUSG00000027340,131894416,131987028,2,protein_coding,Slc23a2
3953,ENSG00000170482,139367196,139384553,5,protein_coding,SLC23A1,ENSMUSG00000024354,35747657,35760297,18,protein_coding,Slc23a1
14258,ENSG00000149452,62989154,63015841,11,protein_coding,SLC22A8,ENSMUSG00000063796,8568618,8589199,19,protein_coding,Slc22a8
14425,ENSG00000137204,43295694,43305538,6,protein_coding,SLC22A7,ENSMUSG00000067144,46743109,46749383,17,protein_coding,Slc22a7
4092,ENSG00000197901,62936385,62984967,11,protein_coding,SLC22A6,ENSMUSG00000024650,8595403,8605663,19,protein_coding,Slc22a6
2210,ENSG00000197208,132294394,132344190,5,protein_coding,SLC22A4,ENSMUSG00000020334,53873949,53918916,11,protein_coding,Slc22a4
3700,ENSG00000146477,160348378,160452577,6,protein_coding,SLC22A3,ENSMUSG00000023828,12637847,12726591,17,protein_coding,Slc22a3
9827,ENSG00000137266,3268962,3457050,6,protein_coding,SLC22A23,ENSMUSG00000038267,34363141,34529165,13,protein_coding,Slc22a23
10752,ENSG00000112499,160171061,160277638,6,protein_coding,SLC22A2,ENSMUSG00000040966,12803019,12847375,17,protein_coding,Slc22a2
19,ENSG00000110628,2899721,2925246,11,protein_coding,SLC22A18,ENSMUSG00000000154,143027473,143053071,7,protein_coding,Slc22a18
3153,ENSG00000092096,23346314,23352912,14,protein_coding,SLC22A17,ENSMUSG00000022199,55143761,55150589,14,protein_coding,Slc22a17
1937,ENSG00000004809,110424687,110476641,6,protein_coding,SLC22A16,ENSMUSG00000019834,40446332,40480128,10,protein_coding,Slc22a16
8238,ENSG00000163393,115976513,116070054,1,protein_coding,SLC22A15,ENSMUSG00000033147,101763092,101831769,3,protein_coding,Slc22a15
14615,ENSG00000144671,38282294,38318575,3,protein_coding,SLC22A14,ENSMUSG00000070280,118998523,119194619,9,protein_coding,Slc22a14
14056,ENSG00000197891,64590641,64602353,11,protein_coding,SLC22A12,ENSMUSG00000061742,6585875,6593062,19,protein_coding,Slc22a12
3701,ENSG00000175003,160121815,160158718,6,protein_coding,SLC22A1,ENSMUSG00000023829,12867756,12894716,17,protein_coding,Slc22a1
9598,ENSG00000168575,42416475,42541926,8,protein_coding,SLC20A2,ENSMUSG00000037656,22966804,23059628,8,protein_coding,Slc20a2
5431,ENSG00000144136,112645939,112663825,2,protein_coding,SLC20A1,ENSMUSG00000027397,129040684,129053536,2,protein_coding,Slc20a1
1078,ENSG00000162383,53087179,53142638,1,protein_coding,SLC1A7,ENSMUSG00000008932,107825529,107870729,4,protein_coding,Slc1a7
750,ENSG00000105143,14950033,15022990,19,protein_coding,SLC1A6,ENSMUSG00000005357,78616330,78650599,10,protein_coding,Slc1a6
299,ENSG00000105281,46774883,46788594,19,protein_coding,SLC1A5,ENSMUSG00000001918,16515265,16532199,7,protein_coding,Slc1a5
2102,ENSG00000115902,64988477,65023865,2,protein_coding,SLC1A4,ENSMUSG00000020142,20252180,20282713,11,protein_coding,Slc1a4
751,ENSG00000079215,36596588,36688334,5,protein_coding,SLC1A3,ENSMUSG00000005360,8663608,8740248,15,protein_coding,Slc1a3
722,ENSG00000110436,35251205,35420063,11,protein_coding,SLC1A2,ENSMUSG00000005089,102489004,102621129,2,protein_coding,Slc1a2
4227,ENSG00000106688,4490468,4587469,9,protein_coding,SLC1A1,ENSMUSG00000024935,28812449,28891360,19,protein_coding,Slc1a1
9907,ENSG00000135917,227683763,227718028,2,protein_coding,SLC19A3,ENSMUSG00000038496,82990244,83016169,1,protein_coding,Slc19a3
10739,ENSG00000117479,169463909,169485944,1,protein_coding,SLC19A2,ENSMUSG00000040918,164076615,164092954,1,protein_coding,Slc19a2
217,ENSG00000173638,45493572,45573365,21,protein_coding,SLC19A1,ENSMUSG00000001436,76868075,76896836,10,protein_coding,Slc19a1
9542,ENSG00000146409,132769370,132813339,6,protein_coding,SLC18B1,ENSMUSG00000037455,23672884,23703866,10,protein_coding,Slc18b1
15610,ENSG00000187714,49610310,49612720,10,protein_coding,SLC18A3,ENSMUSG00000100241,32184395,32186807,14,protein_coding,Slc18a3
4318,ENSG00000165646,117241093,117279430,10,protein_coding,SLC18A2,ENSMUSG00000025094,59249328,59284444,19,protein_coding,Slc18a2
9180,ENSG00000036565,20144855,20183206,8,protein_coding,SLC18A1,ENSMUSG00000036330,69490363,69541887,8,protein_coding,Slc18a1
3677,ENSG00000101194,62952707,62969585,20,protein_coding,SLC17A9,ENSMUSG00000023393,180367056,180384073,2,protein_coding,Slc17a9
1991,ENSG00000179520,100357074,100422055,12,protein_coding,SLC17A8,ENSMUSG00000019935,89409882,89457115,10,protein_coding,Slc17a8
14663,ENSG00000104888,49429401,49442360,19,protein_coding,SLC17A7,ENSMUSG00000070570,44813373,44825566,7,protein_coding,Slc17a7
6997,ENSG00000091664,22338381,22379503,11,protein_coding,SLC17A6,ENSMUSG00000030500,51271754,51320867,7,protein_coding,Slc17a6
12517,ENSG00000119899,73593379,73653992,6,protein_coding,SLC17A5,ENSMUSG00000049624,78443770,78495323,9,protein_coding,Slc17a5
2730,ENSG00000146039,25754699,25781199,6,protein_coding,SLC17A4,ENSMUSG00000021336,24079873,24098992,13,protein_coding,Slc17a4
9104,ENSG00000124564,25833066,25882286,6,protein_coding,SLC17A3,ENSMUSG00000036083,24023417,24044699,13,protein_coding,Slc17a3
9117,ENSG00000112337,25912754,25930691,6,protein_coding,SLC17A2,ENSMUSG00000036110,23990976,24009163,13,protein_coding,Slc17a2
2729,ENSG00000124568,25782915,25832052,6,protein_coding,SLC17A1,ENSMUSG00000021335,24051733,24079713,13,protein_coding,Slc17a1
9633,ENSG00000165449,59650764,59736002,10,protein_coding,SLC16A9,ENSMUSG00000037762,70080930,70121798,10,protein_coding,Slc16a9
8194,ENSG00000100156,38078134,38084184,22,protein_coding,SLC16A8,ENSMUSG00000032988,79135214,79138961,15,protein_coding,Slc16a8
2079,ENSG00000118596,59596029,59789855,12,protein_coding,SLC16A7,ENSMUSG00000020102,125055139,125225334,10,protein_coding,Slc16a7
11001,ENSG00000108932,68267026,68291267,17,protein_coding,SLC16A6,ENSMUSG00000041920,109341681,109364424,11,protein_coding,Slc16a6
11811,ENSG00000170190,75087727,75106162,17,protein_coding,SLC16A5,ENSMUSG00000045775,115353300,115365224,11,protein_coding,Slc16a5
5688,ENSG00000168679,110362851,110391082,1,protein_coding,SLC16A4,ENSMUSG00000027896,107198546,107219431,3,protein_coding,Slc16a4
4346,ENSG00000141526,82217934,82261129,17,protein_coding,SLC16A3,ENSMUSG00000025161,120839306,120851694,11,protein_coding,Slc16a3
8455,ENSG00000147100,74421493,74533917,X,protein_coding,SLC16A2,ENSMUSG00000033965,102741020,102865589,X,protein_coding,Slc16a2
4816,ENSG00000163053,230034982,230068993,2,protein_coding,SLC16A14,ENSMUSG00000026220,84883619,84912855,1,protein_coding,Slc16a14
11554,ENSG00000174327,7036015,7040117,17,protein_coding,SLC16A13,ENSMUSG00000044367,70107615,70111890,11,protein_coding,Slc16a13
1110,ENSG00000152779,89430299,89556641,10,protein_coding,SLC16A12,ENSMUSG00000009378,34645803,34724689,19,protein_coding,Slc16a12
10745,ENSG00000174326,7041621,7044092,17,protein_coding,SLC16A11,ENSMUSG00000040938,70103578,70107243,11,protein_coding,Slc16a11
1939,ENSG00000112394,111087503,111231194,6,protein_coding,SLC16A10,ENSMUSG00000019838,39909528,40018254,10,protein_coding,Slc16a10
8176,ENSG00000155380,112911847,112957593,1,protein_coding,SLC16A1,ENSMUSG00000032902,104545984,104565778,3,protein_coding,Slc16a1
11556,ENSG00000188991,16188485,16277685,12,protein_coding,SLC15A5,ENSMUSG00000044378,137960584,138056914,6,protein_coding,Slc15a5
6520,ENSG00000139370,128793194,128823958,12,protein_coding,SLC15A4,ENSMUSG00000029416,127672728,127709961,5,protein_coding,Slc15a4
4126,ENSG00000110446,60937060,60952653,11,protein_coding,SLC15A3,ENSMUSG00000024737,10817091,10836726,19,protein_coding,Slc15a3
3536,ENSG00000163406,121894401,121944188,3,protein_coding,SLC15A2,ENSMUSG00000022899,36570539,36605324,16,protein_coding,Slc15a2
4536,ENSG00000088386,98683801,98752672,13,protein_coding,SLC15A1,ENSMUSG00000025557,121697033,121742664,14,protein_coding,Slc15a1
4048,ENSG00000132874,45212995,45683688,18,protein_coding,SLC14A2,ENSMUSG00000024552,78189363,78640157,18,protein_coding,Slc14a2
13802,ENSG00000141469,45687025,45752520,18,protein_coding,SLC14A1,ENSMUSG00000059336,78143306,78185334,18,protein_coding,Slc14a1
2466,ENSG00000141485,6684719,6713377,17,protein_coding,SLC13A5,ENSMUSG00000020805,72132815,72158048,11,protein_coding,Slc13a5
6740,ENSG00000164707,135681231,135729258,7,protein_coding,SLC13A4,ENSMUSG00000029843,35244892,35285066,6,protein_coding,Slc13a4
1728,ENSG00000158296,46557823,46684467,20,protein_coding,SLC13A3,ENSMUSG00000018459,165246948,165315150,2,protein_coding,Slc13a3
162,ENSG00000007216,28473293,28497781,17,protein_coding,SLC13A2,ENSMUSG00000001095,78287913,78313043,11,protein_coding,Slc13a2
6674,ENSG00000081800,123113531,123199972,7,protein_coding,SLC13A1,ENSMUSG00000029700,24088282,24168091,6,protein_coding,Slc13a1
9499,ENSG00000146828,100826820,100867010,7,protein_coding,SLC12A9,ENSMUSG00000037344,137312820,137331859,5,protein_coding,Slc12a9
8947,ENSG00000221955,125082636,125212864,3,protein_coding,SLC12A8,ENSMUSG00000035506,33337698,33484505,16,protein_coding,Slc12a8
1648,ENSG00000113504,1050384,1112063,5,protein_coding,SLC12A7,ENSMUSG00000017756,73881213,73964873,13,protein_coding,Slc12a7
1645,ENSG00000124140,46021690,46060150,20,protein_coding,SLC12A5,ENSMUSG00000017740,164802722,164841651,2,protein_coding,Slc12a5
1651,ENSG00000124067,67943474,67969601,16,protein_coding,SLC12A4,ENSMUSG00000017765,106670222,106692729,8,protein_coding,Slc12a4
7601,ENSG00000070915,56865207,56915850,16,protein_coding,SLC12A3,ENSMUSG00000031766,95055829,95092842,8,protein_coding,Slc12a3
4072,ENSG00000064651,128083766,128189677,5,protein_coding,SLC12A2,ENSMUSG00000024597,58011750,58079893,18,protein_coding,Slc12a2
5316,ENSG00000074803,48178438,48304078,15,protein_coding,SLC12A1,ENSMUSG00000027202,124994425,125071922,2,protein_coding,Slc12a1
3599,ENSG00000110911,50979401,51028566,12,protein_coding,SLC11A2,ENSMUSG00000023030,100285779,100322953,15,protein_coding,Slc11a2
4790,ENSG00000018280,218382029,218396894,2,protein_coding,SLC11A1,ENSMUSG00000026177,74414354,74425221,1,protein_coding,Slc11a1
7563,ENSG00000120519,146253975,146522372,4,protein_coding,SLC10A7,ENSMUSG00000031684,79235975,79460632,8,protein_coding,Slc10a7
6473,ENSG00000145283,86823468,86849384,4,protein_coding,SLC10A6,ENSMUSG00000029321,103753577,103777269,5,protein_coding,Slc10a6
13762,ENSG00000253598,81693631,81695058,8,protein_coding,SLC10A5,ENSMUSG00000058921,10396794,10400716,3,protein_coding,Slc10a5
8143,ENSG00000126903,154487306,154490690,X,protein_coding,SLC10A3,ENSMUSG00000032806,73412823,73416955,X,protein_coding,Slc10a3
3620,ENSG00000125255,103043998,103066417,13,protein_coding,SLC10A2,ENSMUSG00000023073,5133219,5155351,8,protein_coding,Slc10a2
2641,ENSG00000100652,69775416,69797241,14,protein_coding,SLC10A1,ENSMUSG00000021135,80999957,81015479,12,protein_coding,Slc10a1
663,ENSG00000163950,1692731,1712344,4,protein_coding,SLBP,ENSMUSG00000004642,33792296,33809918,5,protein_coding,Slbp
4977,ENSG00000162723,159951492,159954237,1,protein_coding,SLAMF9,ENSMUSG00000026548,172302925,172306142,1,protein_coding,Slamf9
13117,ENSG00000158714,159826811,159837492,1,protein_coding,SLAMF8,ENSMUSG00000053318,172409325,172418135,1,protein_coding,Slamf8
9783,ENSG00000026751,160739057,160754821,1,protein_coding,SLAMF7,ENSMUSG00000038179,171459971,171480603,1,protein_coding,Slamf7
1412,ENSG00000162739,160485030,160523262,1,protein_coding,SLAMF6,ENSMUSG00000015314,171745082,171780737,1,protein_coding,Slamf6
1413,ENSG00000117090,160608106,160647044,1,protein_coding,SLAMF1,ENSMUSG00000015316,171594695,171628752,1,protein_coding,Slamf1
9106,ENSG00000109171,48341529,48426201,4,protein_coding,SLAIN2,ENSMUSG00000036087,73071647,73136172,5,protein_coding,Slain2
13418,ENSG00000139737,77697687,77764242,13,protein_coding,SLAIN1,ENSMUSG00000055717,103887664,103942343,14,protein_coding,Slain1
5556,ENSG00000101082,36612318,36646196,20,protein_coding,SLA2,ENSMUSG00000027636,156714377,156729112,2,protein_coding,Sla2
3250,ENSG00000155926,133036728,133102912,8,protein_coding,SLA,ENSMUSG00000022372,66652668,66703678,15,protein_coding,Sla
13219,ENSG00000145604,36151989,36196849,5,protein_coding,SKP2,ENSMUSG00000054115,9112073,9155512,15,protein_coding,Skp2
9176,ENSG00000113558,134148935,134176964,5,protein_coding,SKP1,ENSMUSG00000036309,52122822,52137685,11,protein_coding,Skp1
15482,ENSG00000215474,47206169,47251660,18,protein_coding,SKOR2,ENSMUSG00000091519,76944100,76988037,18,protein_coding,Skor2
3185,ENSG00000188779,67819704,67834582,15,protein_coding,SKOR1,ENSMUSG00000022245,63045452,63056243,9,protein_coding,Skor1
10543,ENSG00000204351,31959117,31969751,6,protein_coding,SKIV2L,ENSMUSG00000040356,35058204,35069186,17,protein_coding,Skiv2l
5570,ENSG00000136603,170357678,170396835,3,protein_coding,SKIL,ENSMUSG00000027660,31149207,31176726,3,protein_coding,Skil
13214,ENSG00000180592,21513475,21526368,10,protein_coding,SKIDA1,ENSMUSG00000054074,18045487,18053862,2,protein_coding,Skida1
6317,ENSG00000157933,2228319,2310213,1,protein_coding,SKI,ENSMUSG00000029050,155238532,155307049,4,protein_coding,Ski
13784,ENSG00000005020,26667068,26995239,7,protein_coding,SKAP2,ENSMUSG00000059182,51834402,51989529,6,protein_coding,Skap2
13579,ENSG00000141293,48133442,48430275,17,protein_coding,SKAP1,ENSMUSG00000057058,96355419,96649956,11,protein_coding,Skap1
3030,ENSG00000165480,21153595,21176552,13,protein_coding,SKA3,ENSMUSG00000021965,58044018,58063642,14,protein_coding,Ska3
2296,ENSG00000182628,59109857,59155260,17,protein_coding,SKA2,ENSMUSG00000020492,87000060,87015461,11,protein_coding,Ska2
9150,ENSG00000154839,50375040,50394168,18,protein_coding,SKA1,ENSMUSG00000036223,74328370,74340889,18,protein_coding,Ska1
2622,ENSG00000184302,60509146,60512850,14,protein_coding,SIX6,ENSMUSG00000021099,72986666,72991673,12,protein_coding,Six6
10715,ENSG00000177045,45764785,45769252,19,protein_coding,SIX5,ENSMUSG00000040841,18828519,18832474,7,protein_coding,Six5
8618,ENSG00000100625,60709539,60724351,14,protein_coding,SIX4,ENSMUSG00000034460,73146383,73160230,12,protein_coding,Six4
10037,ENSG00000138083,44941702,44946071,2,protein_coding,SIX3,ENSMUSG00000038805,85921036,85936730,17,protein_coding,Six3
3842,ENSG00000170577,45005182,45009452,2,protein_coding,SIX2,ENSMUSG00000024134,85991705,85995702,17,protein_coding,Six2
12840,ENSG00000126778,60643421,60658259,14,protein_coding,SIX1,ENSMUSG00000051367,73086789,73100661,12,protein_coding,Six1
14332,ENSG00000184990,104753147,104768494,14,protein_coding,SIVA1,ENSMUSG00000064326,112611113,112615583,12,protein_coding,Siva1
5979,ENSG00000137078,35649295,35650931,9,protein_coding,SIT1,ENSMUSG00000028460,43482081,43483734,4,protein_coding,Sit1
5627,ENSG00000090402,164978898,165078496,3,protein_coding,SI,ENSMUSG00000027790,72795890,72875196,3,protein_coding,Sis
4331,ENSG00000187531,81911939,81921323,17,protein_coding,SIRT7,ENSMUSG00000025138,120509198,120516066,11,protein_coding,Sirt7
8705,ENSG00000077463,4174109,4182566,19,protein_coding,SIRT6,ENSMUSG00000034748,81457619,81463631,10,protein_coding,Sirt6
